,power,time
67,404.37236666666666,2017-05-14 01:07:00
68,404.86443333333347,2017-05-14 01:08:00
69,405.7619000000001,2017-05-14 01:09:00
70,406.8193500000001,2017-05-14 01:10:00
71,406.7024999999999,2017-05-14 01:11:00
72,408.21361666666667,2017-05-14 01:12:00
73,406.9549666666668,2017-05-14 01:13:00
74,406.3483166666667,2017-05-14 01:14:00
75,406.7691500000001,2017-05-14 01:15:00
76,406.13075000000003,2017-05-14 01:16:00
77,404.3051499999999,2017-05-14 01:17:00
78,403.11029999999994,2017-05-14 01:18:00
79,402.70606666666674,2017-05-14 01:19:00
80,402.4843833333333,2017-05-14 01:20:00
81,401.1061833333333,2017-05-14 01:21:00
82,403.52865,2017-05-14 01:22:00
83,400.0583833333333,2017-05-14 01:23:00
84,389.2980666666667,2017-05-14 01:24:00
85,325.15281666666664,2017-05-14 01:25:00
86,322.9990333333334,2017-05-14 01:26:00
87,322.8958666666667,2017-05-14 01:27:00
88,324.50778333333335,2017-05-14 01:28:00
89,324.2831000000001,2017-05-14 01:29:00
90,328.6005,2017-05-14 01:30:00
91,328.00305000000003,2017-05-14 01:31:00
92,327.95335,2017-05-14 01:32:00
93,329.5742333333334,2017-05-14 01:33:00
94,327.48221666666666,2017-05-14 01:34:00
95,327.5054,2017-05-14 01:35:00
96,327.7431,2017-05-14 01:36:00
97,327.4731333333333,2017-05-14 01:37:00
98,328.7288333333332,2017-05-14 01:38:00
99,334.6849500000001,2017-05-14 01:39:00
100,382.6082,2017-05-14 01:40:00
101,294.3819166666667,2017-05-14 01:41:00
102,279.9480166666666,2017-05-14 01:42:00
103,302.12478333333337,2017-05-14 01:43:00
104,300.6126,2017-05-14 01:44:00
105,391.7092666666666,2017-05-14 01:45:00
106,372.8191833333333,2017-05-14 01:46:00
107,308.8858166666667,2017-05-14 01:47:00
108,300.9055833333334,2017-05-14 01:48:00
109,302.25311666666676,2017-05-14 01:49:00
110,301.8911,2017-05-14 01:50:00
111,302.58475,2017-05-14 01:51:00
112,298.91163333333327,2017-05-14 01:52:00
113,298.2961333333334,2017-05-14 01:53:00
114,302.08351666666664,2017-05-14 01:54:00
115,301.42425000000003,2017-05-14 01:55:00
116,302.05175,2017-05-14 01:56:00
117,300.8711166666667,2017-05-14 01:57:00
118,300.4607,2017-05-14 01:58:00
119,300.3845000000001,2017-05-14 01:59:00
120,300.32823333333334,2017-05-14 02:00:00
121,300.57381666666663,2017-05-14 02:01:00
122,299.12918333333323,2017-05-14 02:02:00
123,300.0325,2017-05-14 02:03:00
124,299.5041666666667,2017-05-14 02:04:00
125,299.41013333333336,2017-05-14 02:05:00
126,298.53700000000003,2017-05-14 02:06:00
127,297.9248666666667,2017-05-14 02:07:00
128,298.9113500000001,2017-05-14 02:08:00
129,300.2099833333333,2017-05-14 02:09:00
130,299.9758833333334,2017-05-14 02:10:00
131,298.04941666666673,2017-05-14 02:11:00
132,297.71708333333333,2017-05-14 02:12:00
133,294.73736666666673,2017-05-14 02:13:00
134,295.14143333333334,2017-05-14 02:14:00
135,293.7713666666667,2017-05-14 02:15:00
136,292.03145,2017-05-14 02:16:00
137,291.9946500000001,2017-05-14 02:17:00
138,291.33455,2017-05-14 02:18:00
139,293.62316666666663,2017-05-14 02:19:00
140,294.3199833333333,2017-05-14 02:20:00
141,294.93526666666673,2017-05-14 02:21:00
142,297.33868333333334,2017-05-14 02:22:00
143,295.15548333333334,2017-05-14 02:23:00
144,296.0368666666667,2017-05-14 02:24:00
145,296.5014500000001,2017-05-14 02:25:00
146,286.5379333333334,2017-05-14 02:26:00
147,286.8077666666667,2017-05-14 02:27:00
148,286.5155833333333,2017-05-14 02:28:00
149,286.5346666666667,2017-05-14 02:29:00
150,281.6470166666667,2017-05-14 02:30:00
151,278.80978333333337,2017-05-14 02:31:00
152,290.29583333333335,2017-05-14 02:32:00
153,247.3263,2017-05-14 02:33:00
154,209.53983333333335,2017-05-14 02:34:00
155,208.1345,2017-05-14 02:35:00
156,205.86846666666668,2017-05-14 02:36:00
157,205.09163333333333,2017-05-14 02:37:00
158,203.9732833333333,2017-05-14 02:38:00
159,212.06616666666667,2017-05-14 02:39:00
160,217.11046666666667,2017-05-14 02:40:00
161,220.9268166666667,2017-05-14 02:41:00
162,217.39388333333335,2017-05-14 02:42:00
163,220.25881666666672,2017-05-14 02:43:00
164,218.0378333333333,2017-05-14 02:44:00
165,219.7067166666667,2017-05-14 02:45:00
166,275.89598333333333,2017-05-14 02:46:00
167,208.4495333333333,2017-05-14 02:47:00
168,171.21131666666662,2017-05-14 02:48:00
169,169.44298333333336,2017-05-14 02:49:00
170,170.4719,2017-05-14 02:50:00
171,169.71059999999997,2017-05-14 02:51:00
172,166.54598333333337,2017-05-14 02:52:00
173,168.48545,2017-05-14 02:53:00
174,166.84715,2017-05-14 02:54:00
175,165.53188333333333,2017-05-14 02:55:00
176,164.1108,2017-05-14 02:56:00
177,163.64115,2017-05-14 02:57:00
178,162.25508333333335,2017-05-14 02:58:00
179,164.20506666666668,2017-05-14 02:59:00
180,163.09270000000004,2017-05-14 03:00:00
181,161.60958333333335,2017-05-14 03:01:00
182,160.50318333333337,2017-05-14 03:02:00
183,161.28578333333334,2017-05-14 03:03:00
184,161.88218333333333,2017-05-14 03:04:00
185,87.77501666666666,2017-05-14 03:05:00
186,75.91726666666668,2017-05-14 03:06:00
187,85.36056666666666,2017-05-14 03:07:00
188,77.03811666666667,2017-05-14 03:08:00
189,80.40993333333334,2017-05-14 03:09:00
190,78.57648333333336,2017-05-14 03:10:00
191,78.53389999999999,2017-05-14 03:11:00
192,78.56698333333333,2017-05-14 03:12:00
193,77.84573333333334,2017-05-14 03:13:00
194,78.10678333333334,2017-05-14 03:14:00
195,76.87650000000002,2017-05-14 03:15:00
196,78.89379999999997,2017-05-14 03:16:00
197,78.42285000000001,2017-05-14 03:17:00
198,78.5754,2017-05-14 03:18:00
199,78.29781666666665,2017-05-14 03:19:00
200,130.35539999999997,2017-05-14 03:20:00
201,132.54246666666666,2017-05-14 03:21:00
202,135.01790000000003,2017-05-14 03:22:00
203,179.56483333333327,2017-05-14 03:23:00
204,171.96588333333332,2017-05-14 03:24:00
205,174.61076666666662,2017-05-14 03:25:00
206,172.0563,2017-05-14 03:26:00
207,173.63841666666667,2017-05-14 03:27:00
208,171.66235,2017-05-14 03:28:00
209,171.70443333333333,2017-05-14 03:29:00
210,171.37873333333332,2017-05-14 03:30:00
211,171.59773333333334,2017-05-14 03:31:00
212,171.2594,2017-05-14 03:32:00
213,170.50043333333332,2017-05-14 03:33:00
214,171.1676333333333,2017-05-14 03:34:00
215,170.79265000000007,2017-05-14 03:35:00
216,170.35919999999996,2017-05-14 03:36:00
217,171.73046666666664,2017-05-14 03:37:00
218,173.36178333333334,2017-05-14 03:38:00
219,172.8490666666667,2017-05-14 03:39:00
220,171.3625833333333,2017-05-14 03:40:00
221,171.22253333333327,2017-05-14 03:41:00
222,169.96978333333334,2017-05-14 03:42:00
223,166.50656666666669,2017-05-14 03:43:00
224,165.22208333333336,2017-05-14 03:44:00
225,164.0992333333333,2017-05-14 03:45:00
226,163.8522,2017-05-14 03:46:00
227,162.5020833333333,2017-05-14 03:47:00
228,162.70051666666666,2017-05-14 03:48:00
229,162.81135000000003,2017-05-14 03:49:00
230,161.95946666666669,2017-05-14 03:50:00
231,160.63885,2017-05-14 03:51:00
232,160.76465000000002,2017-05-14 03:52:00
233,163.6172,2017-05-14 03:53:00
234,163.44343333333333,2017-05-14 03:54:00
235,164.71125000000004,2017-05-14 03:55:00
236,164.5047166666667,2017-05-14 03:56:00
237,168.169,2017-05-14 03:57:00
238,167.75288333333333,2017-05-14 03:58:00
239,166.82916666666665,2017-05-14 03:59:00
240,165.98345,2017-05-14 04:00:00
241,166.5881666666667,2017-05-14 04:01:00
242,163.22483333333332,2017-05-14 04:02:00
243,147.0531666666667,2017-05-14 04:03:00
244,77.10846666666664,2017-05-14 04:04:00
245,75.16376666666666,2017-05-14 04:05:00
246,77.12160000000002,2017-05-14 04:06:00
247,77.54883333333335,2017-05-14 04:07:00
248,76.27053333333333,2017-05-14 04:08:00
249,78.24078333333335,2017-05-14 04:09:00
250,78.71111666666667,2017-05-14 04:10:00
251,79.24629999999999,2017-05-14 04:11:00
252,78.61703333333334,2017-05-14 04:12:00
253,79.19335000000001,2017-05-14 04:13:00
254,79.09023333333334,2017-05-14 04:14:00
255,78.69524999999999,2017-05-14 04:15:00
256,78.19128333333335,2017-05-14 04:16:00
257,79.63083333333336,2017-05-14 04:17:00
258,82.77746666666664,2017-05-14 04:18:00
259,85.12523333333334,2017-05-14 04:19:00
260,98.55681666666666,2017-05-14 04:20:00
261,144.3013666666667,2017-05-14 04:21:00
262,135.49925000000002,2017-05-14 04:22:00
263,148.26478333333336,2017-05-14 04:23:00
264,162.07134999999994,2017-05-14 04:24:00
265,161.30285,2017-05-14 04:25:00
266,161.22095000000002,2017-05-14 04:26:00
267,162.32709999999997,2017-05-14 04:27:00
268,159.5238666666667,2017-05-14 04:28:00
269,159.34858333333335,2017-05-14 04:29:00
270,158.9113166666666,2017-05-14 04:30:00
271,159.30916666666667,2017-05-14 04:31:00
272,159.16261666666668,2017-05-14 04:32:00
273,158.9990166666667,2017-05-14 04:33:00
274,159.7378,2017-05-14 04:34:00
275,162.88755,2017-05-14 04:35:00
276,162.2002166666667,2017-05-14 04:36:00
277,161.80936666666665,2017-05-14 04:37:00
278,160.8986833333333,2017-05-14 04:38:00
279,160.41015000000004,2017-05-14 04:39:00
280,159.9976,2017-05-14 04:40:00
281,160.1515,2017-05-14 04:41:00
282,159.26241666666667,2017-05-14 04:42:00
283,159.54829999999998,2017-05-14 04:43:00
284,159.0661333333333,2017-05-14 04:44:00
285,159.94195000000005,2017-05-14 04:45:00
286,157.12580000000003,2017-05-14 04:46:00
287,155.69518333333332,2017-05-14 04:47:00
288,154.7675166666667,2017-05-14 04:48:00
289,156.35626666666667,2017-05-14 04:49:00
290,156.32296666666664,2017-05-14 04:50:00
291,155.01128333333332,2017-05-14 04:51:00
292,154.08318333333338,2017-05-14 04:52:00
293,153.92673333333335,2017-05-14 04:53:00
294,153.05251666666666,2017-05-14 04:54:00
295,155.52074999999994,2017-05-14 04:55:00
296,157.64380000000003,2017-05-14 04:56:00
297,157.57951666666668,2017-05-14 04:57:00
298,158.37155,2017-05-14 04:58:00
299,157.02131666666668,2017-05-14 04:59:00
300,158.33831666666666,2017-05-14 05:00:00
301,158.00303333333335,2017-05-14 05:01:00
302,157.83890000000002,2017-05-14 05:02:00
303,157.54143333333332,2017-05-14 05:03:00
304,157.90431666666666,2017-05-14 05:04:00
305,157.22976666666665,2017-05-14 05:05:00
306,158.99438333333333,2017-05-14 05:06:00
307,157.94496666666666,2017-05-14 05:07:00
308,155.61631666666665,2017-05-14 05:08:00
309,155.6273833333333,2017-05-14 05:09:00
310,153.87031666666672,2017-05-14 05:10:00
311,153.758,2017-05-14 05:11:00
312,152.33068333333333,2017-05-14 05:12:00
313,152.70443333333338,2017-05-14 05:13:00
314,151.87233333333336,2017-05-14 05:14:00
315,101.14670000000004,2017-05-14 05:15:00
316,76.32169999999996,2017-05-14 05:16:00
317,77.05706666666669,2017-05-14 05:17:00
318,75.28019999999998,2017-05-14 05:18:00
319,77.37258333333337,2017-05-14 05:19:00
320,78.42688333333334,2017-05-14 05:20:00
321,82.94921666666664,2017-05-14 05:21:00
322,80.04565,2017-05-14 05:22:00
323,78.91358333333334,2017-05-14 05:23:00
324,78.86725000000001,2017-05-14 05:24:00
325,78.76833333333332,2017-05-14 05:25:00
326,78.94893333333333,2017-05-14 05:26:00
327,78.82715,2017-05-14 05:27:00
328,78.52748333333335,2017-05-14 05:28:00
329,79.20596666666664,2017-05-14 05:29:00
330,112.72021666666672,2017-05-14 05:30:00
331,131.8593,2017-05-14 05:31:00
332,127.08421666666672,2017-05-14 05:32:00
333,157.47005000000001,2017-05-14 05:33:00
334,160.33565,2017-05-14 05:34:00
335,162.16795000000002,2017-05-14 05:35:00
336,160.6599,2017-05-14 05:36:00
337,160.04471666666666,2017-05-14 05:37:00
338,161.55513333333332,2017-05-14 05:38:00
339,160.31305,2017-05-14 05:39:00
340,159.42170000000004,2017-05-14 05:40:00
341,159.37701666666663,2017-05-14 05:41:00
342,159.43053333333333,2017-05-14 05:42:00
343,159.8158,2017-05-14 05:43:00
344,835.95,2017-05-14 05:44:00
345,488.2605833333334,2017-05-14 05:45:00
346,358.0656999999999,2017-05-14 05:46:00
347,355.63279999999986,2017-05-14 05:47:00
348,389.3625833333334,2017-05-14 05:48:00
349,371.68341666666674,2017-05-14 05:49:00
350,430.71978333333334,2017-05-14 05:50:00
351,1190.8786000000002,2017-05-14 05:51:00
352,1190.0988666666665,2017-05-14 05:52:00
353,1191.7485166666665,2017-05-14 05:53:00
354,1187.9783166666666,2017-05-14 05:54:00
355,641.6985999999999,2017-05-14 05:55:00
356,583.73395,2017-05-14 05:56:00
357,572.3632833333334,2017-05-14 05:57:00
358,804.6499666666666,2017-05-14 05:58:00
359,791.0196,2017-05-14 05:59:00
360,839.8085166666666,2017-05-14 06:00:00
361,359.20371666666676,2017-05-14 06:01:00
362,239.32705000000004,2017-05-14 06:02:00
363,292.99760000000003,2017-05-14 06:03:00
364,262.01499999999993,2017-05-14 06:04:00
365,168.8874,2017-05-14 06:05:00
366,200.7479166666667,2017-05-14 06:06:00
367,230.45573333333334,2017-05-14 06:07:00
368,163.26611666666668,2017-05-14 06:08:00
369,159.90573333333327,2017-05-14 06:09:00
370,159.50480000000002,2017-05-14 06:10:00
371,159.43360000000007,2017-05-14 06:11:00
372,159.41526666666664,2017-05-14 06:12:00
373,159.58265,2017-05-14 06:13:00
374,160.34769999999997,2017-05-14 06:14:00
375,281.84239999999994,2017-05-14 06:15:00
376,264.30663333333337,2017-05-14 06:16:00
377,255.94148333333325,2017-05-14 06:17:00
378,265.80805,2017-05-14 06:18:00
379,333.5266166666667,2017-05-14 06:19:00
380,323.9669499999999,2017-05-14 06:20:00
381,323.16513333333324,2017-05-14 06:21:00
382,365.8009166666667,2017-05-14 06:22:00
383,340.16625,2017-05-14 06:23:00
384,393.7181333333333,2017-05-14 06:24:00
385,373.8596666666666,2017-05-14 06:25:00
386,316.8894,2017-05-14 06:26:00
387,299.08945,2017-05-14 06:27:00
388,224.68496666666664,2017-05-14 06:28:00
389,245.75308333333334,2017-05-14 06:29:00
390,275.32253333333335,2017-05-14 06:30:00
391,221.34156666666667,2017-05-14 06:31:00
392,170.93168333333332,2017-05-14 06:32:00
393,169.01353333333327,2017-05-14 06:33:00
394,172.29083333333335,2017-05-14 06:34:00
395,843.9918666666666,2017-05-14 06:35:00
396,951.0579166666668,2017-05-14 06:36:00
397,1220.5623833333339,2017-05-14 06:37:00
398,1402.7428833333338,2017-05-14 06:38:00
399,796.4982000000002,2017-05-14 06:39:00
400,272.7169,2017-05-14 06:40:00
401,289.1232,2017-05-14 06:41:00
402,292.95218333333344,2017-05-14 06:42:00
403,339.27048333333335,2017-05-14 06:43:00
404,337.94718333333327,2017-05-14 06:44:00
405,353.51165000000003,2017-05-14 06:45:00
406,383.87704999999994,2017-05-14 06:46:00
407,382.22518333333323,2017-05-14 06:47:00
408,381.0787333333333,2017-05-14 06:48:00
409,380.2626333333334,2017-05-14 06:49:00
410,413.8983833333334,2017-05-14 06:50:00
411,621.2223333333334,2017-05-14 06:51:00
412,597.249,2017-05-14 06:52:00
413,404.16240000000005,2017-05-14 06:53:00
414,399.87111666666675,2017-05-14 06:54:00
415,434.38424999999995,2017-05-14 06:55:00
416,459.02223333333336,2017-05-14 06:56:00
417,458.3789333333333,2017-05-14 06:57:00
418,560.4066833333334,2017-05-14 06:58:00
419,558.9162,2017-05-14 06:59:00
420,557.40365,2017-05-14 07:00:00
421,572.3657833333332,2017-05-14 07:01:00
422,546.7627500000001,2017-05-14 07:02:00
423,677.5417500000001,2017-05-14 07:03:00
424,828.7429666666668,2017-05-14 07:04:00
425,655.2644,2017-05-14 07:05:00
426,590.4453333333333,2017-05-14 07:06:00
427,536.2709666666666,2017-05-14 07:07:00
428,535.0216166666669,2017-05-14 07:08:00
429,532.1405666666666,2017-05-14 07:09:00
430,532.6859666666666,2017-05-14 07:10:00
431,533.1326,2017-05-14 07:11:00
432,892.12155,2017-05-14 07:12:00
433,1225.1234833333335,2017-05-14 07:13:00
434,1173.9411833333336,2017-05-14 07:14:00
435,1196.0825833333333,2017-05-14 07:15:00
436,1214.3909833333332,2017-05-14 07:16:00
437,1182.3035166666662,2017-05-14 07:17:00
438,593.3565333333333,2017-05-14 07:18:00
439,496.77361666666656,2017-05-14 07:19:00
440,488.66215,2017-05-14 07:20:00
441,486.10323333333326,2017-05-14 07:21:00
442,482.2278000000001,2017-05-14 07:22:00
443,492.70605,2017-05-14 07:23:00
444,503.2453333333333,2017-05-14 07:24:00
445,504.4712833333334,2017-05-14 07:25:00
446,505.77583333333337,2017-05-14 07:26:00
447,501.9657333333332,2017-05-14 07:27:00
448,503.1445,2017-05-14 07:28:00
449,502.5210333333333,2017-05-14 07:29:00
450,435.73428333333334,2017-05-14 07:30:00
451,420.85781666666657,2017-05-14 07:31:00
452,453.12210000000005,2017-05-14 07:32:00
453,455.1020166666668,2017-05-14 07:33:00
454,453.81798333333325,2017-05-14 07:34:00
455,450.27356666666674,2017-05-14 07:35:00
456,447.8817833333334,2017-05-14 07:36:00
457,447.37423333333345,2017-05-14 07:37:00
458,447.8599333333334,2017-05-14 07:38:00
459,544.4901833333333,2017-05-14 07:39:00
460,1592.4902833333333,2017-05-14 07:40:00
461,743.2063666666669,2017-05-14 07:41:00
462,551.0275666666668,2017-05-14 07:42:00
463,562.0819333333334,2017-05-14 07:43:00
464,673.9371333333333,2017-05-14 07:44:00
465,615.9346666666667,2017-05-14 07:45:00
466,610.3581166666668,2017-05-14 07:46:00
467,573.2847666666667,2017-05-14 07:47:00
468,567.3352499999999,2017-05-14 07:48:00
469,564.25505,2017-05-14 07:49:00
470,595.7227666666665,2017-05-14 07:50:00
471,619.1314333333336,2017-05-14 07:51:00
472,652.2941166666665,2017-05-14 07:52:00
473,552.5867166666666,2017-05-14 07:53:00
474,544.1237,2017-05-14 07:54:00
475,566.6149999999999,2017-05-14 07:55:00
476,514.5896166666668,2017-05-14 07:56:00
477,446.6981333333331,2017-05-14 07:57:00
478,432.3695,2017-05-14 07:58:00
479,535.3965333333333,2017-05-14 07:59:00
480,535.0884000000001,2017-05-14 08:00:00
481,521.4846166666667,2017-05-14 08:01:00
482,517.2706166666668,2017-05-14 08:02:00
483,507.43715,2017-05-14 08:03:00
484,517.7236833333332,2017-05-14 08:04:00
485,508.4251833333334,2017-05-14 08:05:00
486,467.4150833333334,2017-05-14 08:06:00
487,424.82528333333335,2017-05-14 08:07:00
488,410.90615,2017-05-14 08:08:00
489,390.9662666666667,2017-05-14 08:09:00
490,392.2674166666667,2017-05-14 08:10:00
491,392.6927333333334,2017-05-14 08:11:00
492,390.13355000000007,2017-05-14 08:12:00
493,411.6931999999998,2017-05-14 08:13:00
494,465.2370166666667,2017-05-14 08:14:00
495,462.92885,2017-05-14 08:15:00
496,501.36026666666663,2017-05-14 08:16:00
497,504.64261666666675,2017-05-14 08:17:00
498,503.13329999999985,2017-05-14 08:18:00
499,512.1802166666666,2017-05-14 08:19:00
500,575.5593000000001,2017-05-14 08:20:00
501,615.8112833333334,2017-05-14 08:21:00
502,609.8934166666668,2017-05-14 08:22:00
503,591.3798333333334,2017-05-14 08:23:00
504,589.9898499999999,2017-05-14 08:24:00
505,582.5735833333333,2017-05-14 08:25:00
506,576.1388333333334,2017-05-14 08:26:00
507,568.1592666666668,2017-05-14 08:27:00
508,570.3678833333333,2017-05-14 08:28:00
509,584.0747999999999,2017-05-14 08:29:00
510,626.8087333333333,2017-05-14 08:30:00
511,678.1137333333334,2017-05-14 08:31:00
512,624.1165166666667,2017-05-14 08:32:00
513,618.9240500000001,2017-05-14 08:33:00
514,641.97,2017-05-14 08:34:00
515,571.7570333333334,2017-05-14 08:35:00
516,533.3053833333335,2017-05-14 08:36:00
517,490.0514833333332,2017-05-14 08:37:00
518,379.46493333333336,2017-05-14 08:38:00
519,305.74724999999995,2017-05-14 08:39:00
520,300.51953333333336,2017-05-14 08:40:00
521,248.38938333333329,2017-05-14 08:41:00
522,293.24295,2017-05-14 08:42:00
523,293.98384999999996,2017-05-14 08:43:00
524,265.3190333333333,2017-05-14 08:44:00
525,334.8397166666667,2017-05-14 08:45:00
526,227.92361666666662,2017-05-14 08:46:00
527,193.0517666666667,2017-05-14 08:47:00
528,123.99678333333333,2017-05-14 08:48:00
529,161.56349999999998,2017-05-14 08:49:00
530,215.82913333333337,2017-05-14 08:50:00
531,170.32713333333336,2017-05-14 08:51:00
532,185.60755,2017-05-14 08:52:00
533,164.42863333333332,2017-05-14 08:53:00
534,135.0388,2017-05-14 08:54:00
535,109.6921666666667,2017-05-14 08:55:00
536,112.02645000000001,2017-05-14 08:56:00
537,123.81708333333339,2017-05-14 08:57:00
538,164.45358333333328,2017-05-14 08:58:00
539,130.2174,2017-05-14 08:59:00
540,119.41966666666663,2017-05-14 09:00:00
541,157.9499833333333,2017-05-14 09:01:00
542,210.74520000000007,2017-05-14 09:02:00
543,223.13643333333331,2017-05-14 09:03:00
544,219.61053333333328,2017-05-14 09:04:00
545,249.00098333333338,2017-05-14 09:05:00
546,279.41425,2017-05-14 09:06:00
547,232.45539999999997,2017-05-14 09:07:00
548,203.72235,2017-05-14 09:08:00
549,207.1230666666667,2017-05-14 09:09:00
550,180.7561833333334,2017-05-14 09:10:00
551,179.78963333333334,2017-05-14 09:11:00
552,178.01143333333334,2017-05-14 09:12:00
553,178.49940000000004,2017-05-14 09:13:00
554,178.03241666666665,2017-05-14 09:14:00
555,179.1652,2017-05-14 09:15:00
556,179.50963333333328,2017-05-14 09:16:00
557,178.15421666666666,2017-05-14 09:17:00
558,179.17988333333335,2017-05-14 09:18:00
559,181.16793333333334,2017-05-14 09:19:00
560,185.2677666666667,2017-05-14 09:20:00
561,180.3923333333334,2017-05-14 09:21:00
562,177.59896666666674,2017-05-14 09:22:00
563,179.2489833333333,2017-05-14 09:23:00
564,253.10798333333338,2017-05-14 09:24:00
565,263.35794999999996,2017-05-14 09:25:00
566,263.68234999999993,2017-05-14 09:26:00
567,205.31725000000006,2017-05-14 09:27:00
568,179.20001666666667,2017-05-14 09:28:00
569,177.9474,2017-05-14 09:29:00
570,179.84886666666665,2017-05-14 09:30:00
571,181.07758333333334,2017-05-14 09:31:00
572,182.28283333333331,2017-05-14 09:32:00
573,178.68808333333337,2017-05-14 09:33:00
574,185.18465,2017-05-14 09:34:00
575,177.5594166666667,2017-05-14 09:35:00
576,176.13821666666666,2017-05-14 09:36:00
577,188.65668333333332,2017-05-14 09:37:00
578,205.5613833333334,2017-05-14 09:38:00
579,228.29101666666668,2017-05-14 09:39:00
580,224.99513333333334,2017-05-14 09:40:00
581,227.2279,2017-05-14 09:41:00
582,210.70673333333335,2017-05-14 09:42:00
583,176.82711666666663,2017-05-14 09:43:00
584,177.26431666666664,2017-05-14 09:44:00
585,177.47383333333337,2017-05-14 09:45:00
586,221.65736666666672,2017-05-14 09:46:00
587,226.51975,2017-05-14 09:47:00
588,226.53748333333328,2017-05-14 09:48:00
589,229.2635666666667,2017-05-14 09:49:00
590,229.233,2017-05-14 09:50:00
591,229.09221666666673,2017-05-14 09:51:00
592,229.24726666666666,2017-05-14 09:52:00
593,195.11880000000002,2017-05-14 09:53:00
594,193.32031666666668,2017-05-14 09:54:00
595,228.06078333333338,2017-05-14 09:55:00
596,221.38076666666672,2017-05-14 09:56:00
597,220.81165000000001,2017-05-14 09:57:00
598,228.95144999999994,2017-05-14 09:58:00
599,295.4493166666667,2017-05-14 09:59:00
600,246.13615,2017-05-14 10:00:00
601,262.6313333333334,2017-05-14 10:01:00
602,264.70915,2017-05-14 10:02:00
603,306.6215166666667,2017-05-14 10:03:00
604,301.462,2017-05-14 10:04:00
605,379.66131666666666,2017-05-14 10:05:00
606,340.0078,2017-05-14 10:06:00
607,366.8346166666667,2017-05-14 10:07:00
608,276.45871666666676,2017-05-14 10:08:00
609,294.39543333333336,2017-05-14 10:09:00
610,298.0819000000001,2017-05-14 10:10:00
611,370.93491666666665,2017-05-14 10:11:00
612,474.3717333333333,2017-05-14 10:12:00
613,558.54125,2017-05-14 10:13:00
614,532.6532833333332,2017-05-14 10:14:00
615,346.03170000000006,2017-05-14 10:15:00
616,338.46940000000006,2017-05-14 10:16:00
617,319.7721333333334,2017-05-14 10:17:00
618,307.6988999999999,2017-05-14 10:18:00
619,355.2870833333334,2017-05-14 10:19:00
